WP_343944626.1	contig_1_RagTag	33.987	306	179	10	5	306	1910215	1911075	1.26e-38	151
GLZ93990.1	contig_1_RagTag	32.509	283	174	8	2	273	1910227	1911057	4.19e-27	108
BFF67854.1	contig_1_RagTag	32.727	275	178	4	11	280	1910239	1911057	1.36e-29	115
BFF67615.1	contig_1_RagTag	31.348	319	188	9	17	317	1910155	1911072	8.34e-36	135
BFF67252.1	contig_1_RagTag	33.333	294	178	7	40	325	1910230	1911081	3.63e-44	159
BFF65979.1	contig_1_RagTag	30.389	283	190	4	40	322	1910242	1911069	1.14e-35	134
BFF64845.1	contig_1_RagTag	31.597	288	182	7	30	311	1910233	1911069	5.59e-27	108
sp|Q6XBH1.1|GPDQ_KLEAE	contig_1_RagTag	27.386	241	159	7	3	234	1320412	1321113	1.07e-11	62.4
pdb|1P9E|B	contig_1_RagTag	54.915	295	131	2	35	328	1910206	1911087	6.45e-96	308
pdb|1P9E|A	contig_1_RagTag	54.915	295	131	2	35	328	1910206	1911087	6.45e-96	308
WEF25765.1	contig_1_RagTag	33.861	316	178	11	18	313	409176	408262	1.04e-28	114
WEF25732.1	contig_1_RagTag	38.605	215	125	5	10	219	929744	930382	1.96e-31	119
WEF25732.1	contig_1_RagTag	28.497	193	132	4	11	200	3580731	3581300	6.68e-12	62.0
WEF25732.1	contig_1_RagTag	24.312	218	144	6	10	219	604361	604975	2.26e-08	51.6
WEF25732.1	contig_3_RagTag	25.843	178	121	6	10	184	197850	197341	2.17e-09	54.7
WEF25676.1	contig_1_RagTag	43.210	162	89	2	1	159	3747298	3747783	4.87e-29	112
WEF25640.1	contig_1_RagTag	35.178	253	158	2	29	275	4527876	4528634	1.63e-39	152
WEF25640.1	contig_1_RagTag	35.039	254	155	4	29	275	3062675	3063427	6.23e-39	150
WEF25640.1	contig_1_RagTag	35.472	265	157	3	25	275	4095839	4095045	8.35e-39	150
WEF25640.1	contig_1_RagTag	28.017	232	136	6	40	255	4371013	4370363	6.09e-11	63.2
WEF25638.1	contig_1_RagTag	33.289	754	455	16	16	729	4659764	4662001	1.20e-85	294
WEF25638.1	contig_1_RagTag	27.521	476	300	14	257	690	4473748	4475166	4.81e-24	106
WEF25638.1	contig_1_RagTag	33.846	195	127	2	535	729	397470	398048	3.09e-17	84.3
WEF25638.1	contig_1_RagTag	27.839	273	162	8	215	460	81883	81089	2.25e-09	58.5
WEF25638.1	contig_1_RagTag	27.018	285	177	9	206	460	2659302	2660153	2.42e-08	55.1
WEF25638.1	contig_1_RagTag	28.302	159	85	2	544	677	80680	80216	8.11e-07	50.1
WEF25638.1	contig_1_RagTag	23.853	218	138	3	528	717	2660541	2661194	3.41e-06	48.1
WEF24259.1	contig_1_RagTag	52.756	127	56	1	4	126	867340	866960	6.63e-24	100
