UPK63685.1	contig_1_RagTag	32.952	437	251	14	13	427	580317	579067	7.03e-40	152
UPK63173.1	contig_1_RagTag	35.697	423	225	13	24	420	580281	579076	8.74e-41	155
QXF81282.1	contig_1_RagTag	35.697	423	225	13	24	420	580281	579076	3.33e-41	156
QXF80816.1	contig_1_RagTag	33.181	437	250	14	13	427	580317	579067	3.64e-40	153
QXF13303.1	contig_1_RagTag	35.451	488	258	19	34	488	580317	578926	3.12e-50	184
QXF13297.1	contig_1_RagTag	46.639	238	111	7	36	268	580320	579640	1.02e-35	140
QXF12825.1	contig_1_RagTag	35.338	399	219	11	34	404	580320	579157	5.28e-37	144
QDC40419.1	contig_1_RagTag	27.991	468	283	12	10	443	580338	578995	1.61e-27	114
QDC40051.1	contig_1_RagTag	27.826	460	262	15	51	478	580341	579076	6.25e-18	85.5
AVA15237.1	contig_1_RagTag	34.450	418	238	13	36	429	580305	579088	1.26e-40	155
WP_343944626.1	contig_1_RagTag	30.872	298	185	7	13	304	1049729	1048881	5.63e-30	124
pdb|8ZXG|A	contig_1_RagTag	30.601	183	92	10	15	182	1049588	1049100	1.30e-09	56.6
GLZ93990.1	contig_1_RagTag	31.086	267	177	5	6	266	1049729	1048932	6.54e-36	133
BFF67854.1	contig_1_RagTag	31.970	269	175	4	11	273	1049732	1048932	4.21e-34	129
BFF67615.1	contig_1_RagTag	33.564	289	180	6	38	316	1049741	1048881	1.11e-39	145
BFF67252.1	contig_1_RagTag	27.407	270	187	5	43	308	1049732	1048938	6.63e-33	126
BFF65979.1	contig_1_RagTag	31.894	301	177	10	40	326	1049729	1048869	1.82e-40	148
BFF64845.1	contig_1_RagTag	28.571	294	194	8	31	314	1049735	1048872	4.28e-25	103
sp|Q6XBH1.1|GPDQ_KLEAE	contig_1_RagTag	64.835	273	95	1	1	272	3703173	3702355	2.96e-119	373
sp|Q6XBH1.1|GPDQ_KLEAE	contig_1_RagTag	32.273	220	142	4	1	218	254589	255233	1.10e-24	100
sp|Q6XBH1.1|GPDQ_KLEAE	contig_1_RagTag	26.639	244	157	8	3	234	4188062	4187361	1.43e-12	65.1
pdb|1P9E|B	contig_1_RagTag	47.138	297	147	6	39	327	1049750	1048866	3.76e-80	263
pdb|1P9E|A	contig_1_RagTag	47.138	297	147	6	39	327	1049750	1048866	3.76e-80	263
WEF25765.1	contig_1_RagTag	31.715	309	186	9	22	313	328767	329669	7.94e-22	93.6
WEF25732.1	contig_1_RagTag	36.364	209	127	4	12	216	434153	434773	8.38e-28	108
WEF25732.1	contig_1_RagTag	27.647	170	118	3	10	178	2164596	2165093	1.36e-09	55.1
WEF25732.1	contig_1_RagTag	24.528	159	115	2	11	166	2425943	2426413	1.60e-08	51.6
WEF25732.1	contig_1_RagTag	23.841	151	92	5	10	150	1269423	1269836	7.26e-07	47.0
WEF25676.1	contig_1_RagTag	46.061	165	84	3	1	161	2227334	2226843	3.16e-28	109
WEF25640.1	contig_1_RagTag	35.547	256	159	2	26	275	3170152	3170919	9.83e-41	155
WEF25640.1	contig_1_RagTag	40.268	149	89	0	127	275	2679891	2679445	3.81e-26	111
WEF25640.1	contig_1_RagTag	31.034	145	94	4	40	183	2778365	2777946	3.30e-08	53.9
WEF25638.1	contig_1_RagTag	30.476	735	463	12	36	729	3233632	3235815	1.41e-76	267
WEF25638.1	contig_1_RagTag	32.597	543	322	8	217	729	154461	152875	1.10e-61	223
WEF25638.1	contig_1_RagTag	26.514	479	301	13	257	690	3123000	3124418	1.14e-25	111
WEF25638.1	contig_1_RagTag	27.165	254	150	10	234	460	4028006	4028743	2.14e-07	52.0
